2023-10-07 18:16:25,826 [restartedMain] INFO  o.h.b.internal.BytecodeProviderInitiator           - HHH000021: Bytecode provider name : bytebuddy
2023-10-07 18:16:25,826 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo                - No LoadTimeWeaver setup: ignoring JPA class transformer
2023-10-07 18:16:25,833 [restartedMain] INFO  o.h.b.internal.BytecodeProviderInitiator           - HHH000021: Bytecode provider name : bytebuddy
2023-10-07 18:16:25,855 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator                 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-10-07 18:16:25,857 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-10-07 18:16:25,916 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-10-07 18:16:25,945 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping              - Adding welcome page template: index
2023-10-07 18:16:25,988 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer                 - LiveReload server is running on port 35729
2023-10-07 18:16:25,995 [restartedMain] INFO  o.apache.coyote.http11.Http11NioProtocol           - Starting ProtocolHandler ["http-nio-8080"]
2023-10-07 18:16:25,998 [restartedMain] INFO  o.s.b.w.embedded.tomcat.TomcatWebServer            - Tomcat started on port(s): 8080 (http) with context path ''
2023-10-07 18:16:26,002 [restartedMain] INFO  c.e.d.MiniProject1UserManagementApplication        - Started MiniProject1UserManagementApplication in 0.496 seconds (process running for 8.751)
2023-10-07 18:16:26,003 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener  - Condition evaluation unchanged
2023-10-07 23:42:11,579 [RMI TCP Connection(329)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2023-10-07 23:42:11,615 [RMI TCP Connection(329)-127.0.0.1] INFO  o.apache.coyote.http11.Http11NioProtocol           - Pausing ProtocolHandler ["http-nio-8080"]
2023-10-07 23:42:11,615 [RMI TCP Connection(329)-127.0.0.1] INFO  o.apache.catalina.core.StandardService             - Stopping service [Tomcat]
2023-10-07 23:42:11,628 [RMI TCP Connection(329)-127.0.0.1] INFO  o.apache.coyote.http11.Http11NioProtocol           - Stopping ProtocolHandler ["http-nio-8080"]
2023-10-07 23:42:11,630 [RMI TCP Connection(329)-127.0.0.1] INFO  o.apache.coyote.http11.Http11NioProtocol           - Destroying ProtocolHandler ["http-nio-8080"]
2023-10-07 23:42:11,634 [RMI TCP Connection(329)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean     - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-10-07 23:42:12,054 [RMI TCP Connection(329)-127.0.0.1] WARN  o.s.b.f.support.DisposableBeanAdapter              - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-214]
2023-10-07 23:42:12,055 [RMI TCP Connection(329)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource                 - HikariPool-2 - Shutdown initiated...
2023-10-07 23:42:12,160 [RMI TCP Connection(329)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource                 - HikariPool-2 - Shutdown completed.
